game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,snapshot_utc
824090,2026-07-17,San Diego Padres @ Kansas City Royals,away,Michael King,R,Kansas City Royals,9,4,4,1,5,0,178,False,True,0.719,0.721,0.627,0.639,0.633,-0.088,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824090,2026-07-17,San Diego Padres @ Kansas City Royals,home,Seth Lugo,R,San Diego Padres,9,3,6,0,3,0,153,False,True,0.698,0.695,0.805,0.79,0.771,0.05,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824170,2026-07-17,Baltimore Orioles @ Houston Astros,away,Dean Kremer,R,Houston Astros,9,2,7,0,2,1,24,True,False,0.799,0.784,0.605,0.725,0.811,0.09,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824170,2026-07-17,Baltimore Orioles @ Houston Astros,home,Peter Lambert,R,Baltimore Orioles,9,5,3,1,6,0,160,False,True,0.736,0.738,0.607,0.635,0.645,-0.076,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824332,2026-07-17,Cincinnati Reds @ Colorado Rockies,away,Brady Singer,R,Colorado Rockies,9,4,4,1,5,0,151,False,True,0.805,0.793,0.845,0.829,0.907,0.186,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824332,2026-07-17,Cincinnati Reds @ Colorado Rockies,home,Gabriel Hughes,R,Cincinnati Reds,9,2,5,2,4,0,14,True,False,0.682,0.699,0.41,0.666,0.651,-0.07,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824414,2026-07-17,Pittsburgh Pirates @ Cleveland Guardians,away,Jared Jones,R,Cleveland Guardians,9,5,2,2,7,0,59,False,True,0.695,0.701,0.775,0.743,0.699,-0.022,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824414,2026-07-17,Pittsburgh Pirates @ Cleveland Guardians,home,Gavin Williams,R,Pittsburgh Pirates,9,2,5,2,4,0,170,False,True,0.786,0.778,0.696,0.693,0.741,0.02,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824655,2026-07-17,Minnesota Twins @ Chicago Cubs,away,Bailey Ober,R,Chicago Cubs,9,3,5,1,4,0,136,False,True,0.746,0.745,0.728,0.728,0.755,0.034,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824655,2026-07-17,Minnesota Twins @ Chicago Cubs,home,Colin Rea,R,Minnesota Twins,9,4,3,2,6,1,171,False,True,0.766,0.761,0.798,0.79,0.82,0.099,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824737,2026-07-17,Tampa Bay Rays @ Boston Red Sox,away,Mason Englert,R,Boston Red Sox,9,4,4,1,5,0,53,False,True,0.729,0.731,0.8,0.776,0.788,0.067,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824737,2026-07-17,Tampa Bay Rays @ Boston Red Sox,home,Eduardo Rivera,L,Tampa Bay Rays,9,3,5,1,6,1,11,True,False,0.72,0.736,0.307,0.654,0.673,-0.048,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824766,2026-07-17,Tampa Bay Rays @ Boston Red Sox,away,Griffin Jax,R,Boston Red Sox,9,4,4,1,5,1,120,False,True,0.671,0.687,0.734,0.735,0.696,-0.025,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824766,2026-07-17,Tampa Bay Rays @ Boston Red Sox,home,Jake Bennett,L,Tampa Bay Rays,9,3,5,1,6,1,51,False,True,0.719,0.731,0.503,0.58,0.595,-0.126,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824901,2026-07-17,Texas Rangers @ Atlanta Braves,away,Cal Quantrill,R,Atlanta Braves,9,5,3,1,6,2,95,False,True,0.764,0.761,0.713,0.705,0.732,0.011,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824901,2026-07-17,Texas Rangers @ Atlanta Braves,home,Chris Sale,L,Texas Rangers,9,2,7,0,7,2,102,False,True,0.888,0.804,0.62,0.633,0.709,-0.012,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824981,2026-07-17,Washington Nationals @ Athletics,away,Cade Cavalli,R,Athletics,9,5,4,0,5,1,174,False,True,0.726,0.725,0.707,0.715,0.709,-0.012,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
824981,2026-07-17,Washington Nationals @ Athletics,home,Gage Jump,L,Washington Nationals,9,4,4,1,5,0,57,False,True,0.758,0.752,0.737,0.705,0.753,0.032,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
825060,2026-07-17,St. Louis Cardinals @ Arizona Diamondbacks,away,Michael McGreevy,R,Arizona Diamondbacks,9,2,4,3,5,0,145,False,True,0.711,0.721,0.663,0.678,0.671,-0.05,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
825060,2026-07-17,St. Louis Cardinals @ Arizona Diamondbacks,home,Merrill Kelly,R,St. Louis Cardinals,9,5,4,0,5,0,175,False,True,0.757,0.757,0.862,0.841,0.884,0.163,xw+plat_consol_v3,2026-07-17T23:29:05.332646+00:00
