game_pk,game_date,game_datetime_utc,matchup,side,pitcher,opp_team,n_opp,pit_xwOBA,opp_xwOBA,lg_xwOBA,mx_xwOBA,edge_xwOBA,pit_xBA,opp_xBA,lg_xBA,mx_xBA,edge_xBA,pit_xSLG,opp_xSLG,lg_xSLG,mx_xSLG,edge_xSLG,pit_Hard Hit%,opp_Hard Hit%,lg_Hard Hit%,mx_Hard Hit%,edge_Hard Hit%,pit_EV,opp_EV,lg_EV,mx_EV,edge_EV,pit_LA°,opp_LA°,lg_LA°,mx_LA°,edge_LA°,pit_K%,opp_K%,lg_K%,mx_K%,edge_K%,pit_BB%,opp_BB%,lg_BB%,mx_BB%,edge_BB%,model_tag,snapshot_utc,scheduled_start_utc
824411,2026-07-19,2026-07-19T17:40:00Z,Pittsburgh Pirates @ Cleveland Guardians,home,Joey Cantillo,Pittsburgh Pirates,9,0.306,0.319,0.317,0.308,-0.009,0.228,0.252,0.244,0.235,-0.009,0.366,0.39,0.4,0.357,-0.043,36.5,39.785,39.386,36.87,-2.516,87.3,88.183,88.945,86.538,-2.407,11.7,9.562,13.924,7.338,-6.586,24.4,21.398,22.135,23.588,1.453,11.4,8.653,8.973,10.993,2.02,xw+plat_consol_v3,2026-07-19T17:34:29.889034+00:00,2026-07-19T17:40:00Z
824653,2026-07-19,2026-07-19T18:20:00Z,Minnesota Twins @ Chicago Cubs,away,Zebby Matthews,Chicago Cubs,9,0.33,0.325,0.317,0.338,0.021,0.253,0.244,0.244,0.253,0.009,0.458,0.397,0.4,0.455,0.055,38.8,39.099,39.386,38.517,-0.869,90.3,88.469,88.945,89.824,0.879,14.9,15.751,13.924,16.727,2.803,19.6,20.186,22.135,17.874,-4.261,6.5,11.076,8.973,8.023,-0.95,xw+plat_consol_v3,2026-07-19T17:34:29.889034+00:00,2026-07-19T18:20:00Z
824653,2026-07-19,2026-07-19T18:20:00Z,Minnesota Twins @ Chicago Cubs,home,Shota Imanaga,Minnesota Twins,9,0.301,0.316,0.317,0.3,-0.017,0.231,0.24,0.244,0.227,-0.017,0.408,0.391,0.4,0.399,-0.001,36.6,36.94,39.386,34.327,-5.059,88.1,88.722,88.945,87.877,-1.068,17.3,15.432,13.924,18.808,4.884,24.0,19.382,22.135,21.015,-1.12,6.2,9.133,8.973,6.311,-2.662,xw+plat_consol_v3,2026-07-19T17:34:29.889034+00:00,2026-07-19T18:20:00Z
824739,2026-07-19,2026-07-19T17:35:00Z,Tampa Bay Rays @ Boston Red Sox,away,Shane McClanahan,Boston Red Sox,9,0.31,0.317,0.317,0.31,-0.007,0.242,0.245,0.244,0.243,-0.001,0.399,0.404,0.4,0.403,0.003,39.4,37.578,39.386,37.591,-1.795,89.1,88.209,88.945,88.364,-0.581,9.3,14.37,13.924,9.746,-4.178,23.2,22.118,22.135,23.182,1.047,7.9,7.767,8.973,6.838,-2.135,xw+plat_consol_v3,2026-07-19T17:34:29.889034+00:00,2026-07-19T17:35:00Z
824739,2026-07-19,2026-07-19T17:35:00Z,Tampa Bay Rays @ Boston Red Sox,home,Sonny Gray,Tampa Bay Rays,9,0.296,0.319,0.317,0.298,-0.019,0.242,0.251,0.244,0.249,0.005,0.38,0.387,0.4,0.368,-0.032,37.0,35.466,39.386,33.317,-6.069,89.2,88.825,88.945,89.08,0.135,10.5,12.479,13.924,9.055,-4.869,22.3,18.104,22.135,18.239,-3.896,6.3,9.968,8.973,6.999,-1.974,xw+plat_consol_v3,2026-07-19T17:34:29.889034+00:00,2026-07-19T17:35:00Z
824897,2026-07-19,2026-07-19T17:35:00Z,Texas Rangers @ Atlanta Braves,away,Nathan Eovaldi,Atlanta Braves,9,0.308,0.329,0.317,0.32,0.003,0.243,0.257,0.244,0.256,0.012,0.408,0.435,0.4,0.444,0.044,40.0,40.704,39.386,41.339,1.953,88.6,89.466,88.945,89.121,0.176,9.8,14.912,13.924,10.788,-3.136,25.9,19.309,22.135,22.593,0.458,5.6,7.408,8.973,4.623,-4.35,xw+plat_consol_v3,2026-07-19T17:34:29.889034+00:00,2026-07-19T17:35:00Z
824897,2026-07-19,2026-07-19T17:35:00Z,Texas Rangers @ Atlanta Braves,home,Grant Holmes,Texas Rangers,9,0.329,0.324,0.317,0.336,0.019,0.244,0.253,0.244,0.253,0.009,0.416,0.412,0.4,0.428,0.028,43.4,42.858,39.386,47.226,7.84,90.7,89.699,88.945,91.454,2.509,13.8,12.713,13.924,12.589,-1.335,20.2,22.076,22.135,20.146,-1.989,10.4,8.448,8.973,9.792,0.819,xw+plat_consol_v3,2026-07-19T17:34:29.889034+00:00,2026-07-19T17:35:00Z
824978,2026-07-19,2026-07-19T20:05:00Z,Washington Nationals @ Athletics,away,Foster Griffin,Athletics,9,0.304,0.316,0.317,0.303,-0.014,0.238,0.253,0.244,0.247,0.003,0.401,0.409,0.4,0.41,0.01,36.6,39.266,39.386,36.488,-2.898,87.4,88.802,88.945,87.257,-1.688,12.5,12.532,13.924,11.108,-2.816,24.5,20.139,22.135,22.291,0.156,5.8,7.435,8.973,4.806,-4.167,xw+plat_consol_v3,2026-07-19T17:34:29.889034+00:00,2026-07-19T20:05:00Z
824978,2026-07-19,2026-07-19T20:05:00Z,Washington Nationals @ Athletics,home,Jacob Lopez,Washington Nationals,9,0.306,0.332,0.317,0.32,0.003,0.229,0.258,0.244,0.242,-0.002,0.351,0.432,0.4,0.379,-0.021,30.8,39.494,39.386,30.884,-8.502,85.0,89.034,88.945,85.089,-3.856,20.9,13.514,13.924,20.49,6.566,16.4,19.257,22.135,14.268,-7.867,13.0,8.457,8.973,12.252,3.279,xw+plat_consol_v3,2026-07-19T17:34:29.889034+00:00,2026-07-19T20:05:00Z
825057,2026-07-19,2026-07-19T20:10:00Z,St. Louis Cardinals @ Arizona Diamondbacks,away,Andre Pallante,Arizona Diamondbacks,9,0.301,0.323,0.317,0.307,-0.01,0.241,0.256,0.244,0.253,0.009,0.377,0.397,0.4,0.374,-0.026,35.1,37.643,39.386,33.547,-5.839,87.7,88.545,88.945,87.3,-1.645,6.2,13.718,13.924,5.994,-7.93,17.0,17.853,22.135,13.711,-8.424,6.9,9.43,8.973,7.251,-1.722,xw+plat_consol_v3,2026-07-19T17:34:29.889034+00:00,2026-07-19T20:10:00Z
825057,2026-07-19,2026-07-19T20:10:00Z,St. Louis Cardinals @ Arizona Diamondbacks,home,Eduardo Rodriguez,St. Louis Cardinals,9,0.345,0.334,0.317,0.364,0.047,0.267,0.26,0.244,0.285,0.041,0.466,0.422,0.4,0.492,0.092,37.2,41.745,39.386,39.428,0.042,88.5,89.567,88.945,89.122,0.177,13.6,11.829,13.924,11.505,-2.419,17.1,18.661,22.135,14.416,-7.719,8.4,8.537,8.973,7.992,-0.981,xw+plat_consol_v3,2026-07-19T17:34:29.889034+00:00,2026-07-19T20:10:00Z
