game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home,selection_rule_tag,hybrid_action,hybrid_selection,pregame_market_utc,hybrid_price_source,pregame_away_ml,pregame_home_ml,pregame_p_home,hybrid_p,hybrid_ml,game_type
823409,2026-09-25,Tampa Bay Rays @ Philadelphia Phillies,away,Freddy Peralta,R,Philadelphia Phillies,9,5,4,0,5,0,269,False,True,0.7642677290836654,0.747947603758025,0.7267243027888447,0.7045760837475517,0.7291311057773464,0.010207373467809422,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,152.0,-184.0,0.6201583565161567,,,R
823409,2026-09-25,Tampa Bay Rays @ Philadelphia Phillies,home,Cristopher Sánchez,L,Tampa Bay Rays,9,4,5,0,5,0,192,False,True,0.7246499335989377,0.7235252007348187,0.5936010624169987,0.640558999192007,0.6593646180354782,-0.0595591142740588,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,152.0,-184.0,0.6201583565161567,,,R
823489,2026-09-25,Baltimore Orioles @ New York Yankees,away,Brandon Young,R,New York Yankees,9,6,3,0,6,0,265,False,True,0.7232921646746348,0.7360983774975564,0.7273147410358566,0.7291705458675738,0.7347162217596578,0.015792489450120795,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,-113.0,-106.0,0.4923674110258199,,,R
823489,2026-09-25,Baltimore Orioles @ New York Yankees,home,Ryan Yarbrough,L,Baltimore Orioles,9,1,7,1,8,3,101,False,True,0.5668039840637451,0.6932708271993447,0.6597556440903055,0.6681224009483563,0.6424587625880541,-0.07646496972148287,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,-113.0,-106.0,0.4923674110258199,,,R
823491,2026-09-25,Baltimore Orioles @ New York Yankees,away,Trevor Rogers,L,New York Yankees,9,2,7,0,7,0,174,False,True,0.811736786188579,0.7558173819973963,0.7036231075697212,0.7113651974443179,0.7478262623553841,0.028902530045847086,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,-113.0,-106.0,0.4923674110258199,,,R
823491,2026-09-25,Baltimore Orioles @ New York Yankees,home,Brendan Beck,R,Baltimore Orioles,9,3,6,0,3,0,25,True,False,0.6715035856573707,0.6927926812909455,1.0389059760956176,0.8188646891348412,0.7952730141887708,0.07634928187923384,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,-113.0,-106.0,0.4923674110258199,,,R
823652,2026-09-25,Texas Rangers @ Minnesota Twins,away,Jacob deGrom,R,Minnesota Twins,9,3,4,2,5,1,266,False,True,0.6927258964143427,0.7382430277675553,0.6521115537848605,0.6555965741607349,0.6696944705385385,-0.04922926177099851,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,-126.0,105.0,0.466652901094363,,,R
823652,2026-09-25,Texas Rangers @ Minnesota Twins,home,Joe Ryan,R,Texas Rangers,9,4,5,0,4,0,259,False,True,0.6808836653386454,0.7017124644992322,0.7025484727755644,0.7059534767807869,0.6896497320821194,-0.02927400022741755,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,-126.0,105.0,0.466652901094363,,,R
823735,2026-09-25,St. Louis Cardinals @ Milwaukee Brewers,away,Michael McGreevy,R,Milwaukee Brewers,9,5,3,1,6,0,255,False,True,0.7697240371845949,0.7648742192421176,0.7379675962815405,0.7403297875317145,0.7774239781554186,0.05850024584588165,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,158.0,-193.0,0.6295547070574253,,,R
823735,2026-09-25,St. Louis Cardinals @ Milwaukee Brewers,home,Robert Gasser,L,St. Louis Cardinals,9,2,6,1,7,1,139,False,True,0.7071766268260291,0.7131277628701662,0.7158374501992032,0.7167527503884674,0.7150514366320555,-0.0038722956774814854,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,158.0,-193.0,0.6295547070574253,,,R
823816,2026-09-25,Atlanta Braves @ Miami Marlins,away,Ray Kerr,L,Miami Marlins,9,3,6,0,6,2,26,True,False,0.6678039840637451,0.7148945308518373,0.46699999999999997,0.6212116249934772,0.6248579684805059,-0.09406576382903109,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,-115.0,-105.0,0.4891657638136511,,,R
823816,2026-09-25,Atlanta Braves @ Miami Marlins,home,Eury Pérez,R,Atlanta Braves,9,4,4,1,5,0,295,False,True,0.7534733067729082,0.7515926179707286,0.6750448871181939,0.6785106097204114,0.7037270418039315,-0.015196690505605459,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,-115.0,-105.0,0.4891657638136511,,,R
824058,2026-09-25,Cleveland Guardians @ Kansas City Royals,away,Gavin Williams,R,Kansas City Royals,9,6,3,0,6,0,301,False,True,0.7504950863213812,0.7480181487303214,0.6572342629482072,0.6630241373253294,0.680478705810899,-0.03844502649863801,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,-148.0,122.0,0.4301373664492854,,,R
824058,2026-09-25,Cleveland Guardians @ Kansas City Royals,home,Noah Cameron,L,Cleveland Guardians,9,5,2,2,4,0,182,False,True,0.6567723771580346,0.6957447892784504,0.7195851261620185,0.6976007480514049,0.6912747585419741,-0.027648973767562923,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,-148.0,122.0,0.4301373664492854,,,R
824220,2026-09-25,Pittsburgh Pirates @ Detroit Tigers,away,Bubba Chandler,R,Detroit Tigers,9,4,5,0,4,0,296,False,True,0.8112541832669323,0.7898430603755816,0.692394422310757,0.6992734612404006,0.7675548720032056,0.04863113969366861,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,100.0,-121.0,0.5226781857451405,,,R
824220,2026-09-25,Pittsburgh Pirates @ Detroit Tigers,home,Jackson Jobe,R,Pittsburgh Pirates,9,4,4,1,5,0,55,False,True,0.779809561752988,0.7730761043460245,0.7297962815405048,0.7138256644638857,0.7619853957500706,0.04306166344053364,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,100.0,-121.0,0.5226781857451405,,,R
824544,2026-09-25,Colorado Rockies @ Chicago White Sox,away,Tomoyuki Sugano,R,Chicago White Sox,9,6,3,0,6,0,284,False,True,0.7357341301460825,0.7422091624147211,0.8444844621513945,0.8358238685418464,0.8516554437197803,0.1327317114102433,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,200.0,-247.0,0.6810661764705883,,,R
824544,2026-09-25,Colorado Rockies @ Chicago White Sox,home,Sean Burke,R,Colorado Rockies,9,5,2,2,7,0,292,False,True,0.8198618857901726,0.8034600628965864,0.6931150066401062,0.6968986092572595,0.763936231779252,0.04501249946971497,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,200.0,-247.0,0.6810661764705883,,,R
824703,2026-09-25,Chicago Cubs @ Boston Red Sox,away,Clay Holmes,R,Boston Red Sox,9,3,3,3,6,0,160,False,True,0.7308411686586985,0.7278523537140164,0.6022682602921647,0.6268614491020228,0.626815308059506,-0.09210842425003096,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,-123.0,102.0,0.4729987697789844,,,R
824703,2026-09-25,Chicago Cubs @ Boston Red Sox,home,Alec Gamboa,L,Chicago Cubs,9,2,6,1,7,0,47,True,False,0.7977596281540505,0.7815134582520197,0.6131548472775565,0.6620421837500692,0.7243179428895432,0.00539421058000622,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,-123.0,102.0,0.4729987697789844,,,R
824706,2026-09-25,Chicago Cubs @ Boston Red Sox,away,David Peterson,L,Boston Red Sox,9,3,5,1,6,0,195,False,True,0.692551128818061,0.6952310910355995,0.736842496679947,0.7430911040156838,0.7278240232628769,0.008900290953339884,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,-120.0,-101.0,0.47949935261113513,,,R
824706,2026-09-25,Chicago Cubs @ Boston Red Sox,home,Brayan Bello,R,Chicago Cubs,9,3,4,2,5,0,219,False,True,0.7506770252324038,0.7569280124903777,0.7262371845949537,0.7277886849453494,0.761825177084422,0.042901444774885,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,-120.0,-101.0,0.47949935261113513,,,R
824947,2026-09-25,Houston Astros @ Athletics,away,Hunter Brown,R,Athletics,9,4,5,0,4,1,190,False,True,0.7022804780876494,0.7222478555321584,0.6218366533864541,0.6383738400055166,0.6422228826844236,-0.07670084962511337,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,-203.0,166.0,0.3594391326010106,,,R
824947,2026-09-25,Houston Astros @ Athletics,home,Jacob Lopez,L,Houston Astros,9,2,6,1,7,1,147,False,True,0.7235094289508632,0.7443470267183121,0.8057577689243028,0.800180980861986,0.83041430338599,0.111490571076453,xw+starter_velo_v14,xwOBA,2026-09-26T05:32:28.289794+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T05:32:28.289794+00:00,saved_pregame,-203.0,166.0,0.3594391326010106,,,R
