game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS
824012,2026-07-04,Boston Red Sox @ Los Angeles Angels,away,Sonny Gray,R,Los Angeles Angels,9,4,4,1,5,0,127,False,True,0.712,0.713,0.659,0.67,0.666,-0.055
824012,2026-07-04,Boston Red Sox @ Los Angeles Angels,home,Sam Aldegheri,L,Boston Red Sox,9,2,6,1,7,2,37,True,False,0.814,0.765,0.781,0.714,0.771,0.05
824092,2026-07-04,Philadelphia Phillies @ Kansas City Royals,away,Jesús Luzardo,L,Kansas City Royals,9,3,5,1,6,1,99,False,True,0.723,0.72,0.677,0.698,0.706,-0.015
824092,2026-07-04,Philadelphia Phillies @ Kansas City Royals,home,Michael Wacha,R,Philadelphia Phillies,9,6,3,0,6,0,186,False,True,0.775,0.77,0.676,0.687,0.721,-0.0
824171,2026-07-04,Tampa Bay Rays @ Houston Astros,away,Drew Rasmussen,R,Houston Astros,9,3,6,0,3,1,135,False,True,0.783,0.776,0.436,0.533,0.589,-0.132
824171,2026-07-04,Tampa Bay Rays @ Houston Astros,home,Hunter Brown,R,Tampa Bay Rays,9,5,3,1,6,0,51,False,True,0.765,0.766,0.559,0.684,0.714,-0.007
824334,2026-07-04,San Francisco Giants @ Colorado Rockies,away,Robbie Ray,L,Colorado Rockies,9,2,5,2,7,0,103,False,True,0.747,0.746,0.684,0.688,0.716,-0.005
824334,2026-07-04,San Francisco Giants @ Colorado Rockies,home,Sean Sullivan,L,San Francisco Giants,9,4,5,0,5,2,22,True,False,0.712,0.72,1.046,0.826,0.854,0.133
824415,2026-07-04,Chicago White Sox @ Cleveland Guardians,away,Sean Burke,R,Cleveland Guardians,9,7,1,1,8,1,150,False,True,0.713,0.721,0.722,0.73,0.701,-0.02
824415,2026-07-04,Chicago White Sox @ Cleveland Guardians,home,Parker Messick,L,Chicago White Sox,9,2,5,2,7,4,114,False,True,0.828,0.786,0.62,0.627,0.691,-0.03
824499,2026-07-04,Baltimore Orioles @ Cincinnati Reds,away,Brandon Young,R,Cincinnati Reds,9,3,5,1,4,0,120,False,True,0.706,0.714,0.666,0.687,0.683,-0.038
824499,2026-07-04,Baltimore Orioles @ Cincinnati Reds,home,Hunter Greene,R,Baltimore Orioles,9,4,3,2,6,0,0,True,False,0.771,0.763,,0.752,0.786,0.065
824658,2026-07-04,St. Louis Cardinals @ Chicago Cubs,away,Kyle Leahy,R,Chicago Cubs,9,3,5,1,4,0,168,False,True,0.761,0.756,0.773,0.769,0.81,0.089
824658,2026-07-04,St. Louis Cardinals @ Chicago Cubs,home,Shota Imanaga,L,St. Louis Cardinals,9,4,5,0,5,1,112,False,True,0.723,0.727,0.709,0.704,0.726,0.005
824903,2026-07-04,New York Mets @ Atlanta Braves,away,Sean Manaea,L,Atlanta Braves,9,3,5,1,6,0,94,False,True,0.752,0.745,0.743,0.741,0.779,0.058
824903,2026-07-04,New York Mets @ Atlanta Braves,home,Chris Sale,L,New York Mets,9,3,5,1,6,1,92,False,True,0.75,0.726,0.591,0.607,0.625,-0.096
824983,2026-07-04,Miami Marlins @ Athletics,away,Sandy Alcantara,R,Athletics,9,4,4,1,5,1,190,False,True,0.764,0.765,0.722,0.726,0.752,0.031
824983,2026-07-04,Miami Marlins @ Athletics,home,Aaron Civale,R,Miami Marlins,9,6,2,1,7,0,130,False,True,0.776,0.771,0.932,0.883,0.919,0.198
825063,2026-07-04,Milwaukee Brewers @ Arizona Diamondbacks,away,Brandon Woodruff,R,Arizona Diamondbacks,9,3,3,3,6,1,79,False,True,0.71,0.727,0.512,0.606,0.601,-0.12
825063,2026-07-04,Milwaukee Brewers @ Arizona Diamondbacks,home,Merrill Kelly,R,Milwaukee Brewers,9,5,4,0,5,0,152,False,True,0.791,0.784,0.89,0.864,0.923,0.202
