game_pk,game_date,matchup,side,pitcher,throws,opp_team,n_opp,n_LHB,n_RHB,n_SW,n_platoon_adv,n_low_sample,pit_min_split_bf,pit_low_sample,reliable,opp_OPS_raw,opp_OPS_vs_hand,pit_OPS_raw,pit_OPS_allowed,mx_OPS,edge_OPS,model_tag,model_metric,snapshot_utc,lineup_status_away,lineup_status_home,lineup_posted_away,lineup_posted_home,lineup_savant_backfill_away,lineup_savant_backfill_home,selection_rule_tag,hybrid_action,hybrid_selection,pregame_market_utc,hybrid_price_source,pregame_away_ml,pregame_home_ml,pregame_p_home,hybrid_p,hybrid_ml,game_type
823409,2026-09-25,Tampa Bay Rays @ Philadelphia Phillies,home,Cristopher Sánchez,L,Tampa Bay Rays,9,4,5,0,5,0,192,False,True,0.7246499335989377,0.7236747878831788,0.5936010624169987,0.6406869137910229,0.6594527908976405,-0.059197704950940455,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,152.0,-184.0,0.6201583565161567,,,R
823489,2026-09-25,Baltimore Orioles @ New York Yankees,away,Brandon Young,R,New York Yankees,9,7,2,0,7,0,261,False,True,0.7404653386454184,0.7427091128312739,0.7278770252324037,0.7315819105676812,0.7402305092246142,0.021580013376033214,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,-113.0,-106.0,0.4923674110258199,,,R
823489,2026-09-25,Baltimore Orioles @ New York Yankees,home,Ryan Yarbrough,L,Baltimore Orioles,9,1,7,1,8,3,99,False,True,0.5626857901726429,0.693674037605675,0.646428950863214,0.6624092074768078,0.6370574514751349,-0.08159304437344606,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,-113.0,-106.0,0.4923674110258199,,,R
823491,2026-09-25,Baltimore Orioles @ New York Yankees,away,Trevor Rogers,L,New York Yankees,9,2,7,0,7,0,174,False,True,0.8114706507304117,0.7549463696759042,0.7036231075697212,0.7114961483698582,0.7468879343406356,0.028237438492054623,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,-113.0,-106.0,0.4923674110258199,,,R
823491,2026-09-25,Baltimore Orioles @ New York Yankees,home,Brendan Beck,R,Baltimore Orioles,9,3,6,0,3,1,25,True,False,0.6682857901726429,0.691780131725873,1.0389059760956176,0.818366301765542,0.7943256469899932,0.07567515114141221,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,-113.0,-106.0,0.4923674110258199,,,R
823652,2026-09-25,Texas Rangers @ Minnesota Twins,away,Jacob deGrom,R,Minnesota Twins,9,3,4,2,5,1,256,False,True,0.7546013280212484,0.7451515208721546,0.6362857901726428,0.6467436367851865,0.666824040440907,-0.051826455407673944,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,-126.0,105.0,0.466652901094363,,,R
823652,2026-09-25,Texas Rangers @ Minnesota Twins,home,Joe Ryan,R,Texas Rangers,9,5,4,0,5,0,247,False,True,0.7000565737051793,0.7056828812340596,0.7141482071713148,0.7150665478701212,0.6981865754292897,-0.020463920419291237,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,-126.0,105.0,0.466652901094363,,,R
823735,2026-09-25,St. Louis Cardinals @ Milwaukee Brewers,away,Michael McGreevy,R,Milwaukee Brewers,9,5,3,1,6,0,249,False,True,0.7704042496679947,0.7678350918713502,0.7297649402390439,0.7346834379951985,0.7746227705513161,0.055972274702735136,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,158.0,-193.0,0.6295547070574253,,,R
823735,2026-09-25,St. Louis Cardinals @ Milwaukee Brewers,home,Robert Gasser,L,St. Louis Cardinals,9,2,6,1,7,1,134,False,True,0.7289970783532537,0.7158098807017839,0.7357593625498008,0.7280806343335148,0.728497421982771,0.009846926134190026,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,158.0,-193.0,0.6295547070574253,,,R
823816,2026-09-25,Atlanta Braves @ Miami Marlins,away,Ray Kerr,L,Miami Marlins,9,3,6,0,6,2,26,True,False,0.6678039840637451,0.7150723920027711,0.46699999999999997,0.6213981945832642,0.6250309321741222,-0.09361956367445878,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,-115.0,-105.0,0.4891657638136511,,,R
823816,2026-09-25,Atlanta Braves @ Miami Marlins,home,Eury Pérez,R,Atlanta Braves,9,4,4,1,5,0,295,False,True,0.7534733067729082,0.7515135924120983,0.6750448871181939,0.6784099422149986,0.7040212852068902,-0.01462921064169076,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,-115.0,-105.0,0.4891657638136511,,,R
824058,2026-09-25,Cleveland Guardians @ Kansas City Royals,away,Gavin Williams,R,Kansas City Royals,9,6,3,0,6,0,295,False,True,0.7474069057104914,0.7454265799022607,0.6433872509960159,0.6545603370387177,0.669693472767742,-0.048957023080838935,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,-148.0,122.0,0.4301373664492854,,,R
824058,2026-09-25,Cleveland Guardians @ Kansas City Royals,home,Noah Cameron,L,Cleveland Guardians,9,3,3,3,6,0,172,False,True,0.7328632138114209,0.7255810719963722,0.69224807436919,0.6821551123987896,0.6965438724115797,-0.022106623437001316,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,-148.0,122.0,0.4301373664492854,,,R
824220,2026-09-25,Pittsburgh Pirates @ Detroit Tigers,away,Bubba Chandler,R,Detroit Tigers,9,4,5,0,4,0,287,False,True,0.7601588313413015,0.7661953043494362,0.6853160690571048,0.6951158373316793,0.7414513557788688,0.022800859930287798,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,100.0,-121.0,0.5226781857451405,,,R
824220,2026-09-25,Pittsburgh Pirates @ Detroit Tigers,home,Jackson Jobe,R,Pittsburgh Pirates,9,4,3,2,6,0,48,True,False,0.7970183266932271,0.786195991815835,0.7571335989375831,0.7208201469553568,0.7789842806841324,0.06033378483555141,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,100.0,-121.0,0.5226781857451405,,,R
824544,2026-09-25,Colorado Rockies @ Chicago White Sox,away,Tomoyuki Sugano,R,Chicago White Sox,9,6,2,1,7,0,278,False,True,0.758209561752988,0.7561720216046212,0.8513418326693228,0.8411830922401276,0.8679771025376383,0.14932660668905728,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,200.0,-247.0,0.6810661764705883,,,R
824544,2026-09-25,Colorado Rockies @ Chicago White Sox,home,Sean Burke,R,Colorado Rockies,9,5,3,1,6,0,285,False,True,0.809872775564409,0.7881178419012225,0.687403187250996,0.691941187321578,0.7493107753053027,0.030660279456721673,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,200.0,-247.0,0.6810661764705883,,,R
824703,2026-09-25,Chicago Cubs @ Boston Red Sox,away,Clay Holmes,R,Boston Red Sox,9,3,3,3,6,0,160,False,True,0.7308411686586985,0.7277842670355504,0.6022682602921647,0.6267314191189781,0.6269622701642601,-0.09168822568432089,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,-123.0,102.0,0.4729987697789844,,,R
824703,2026-09-25,Chicago Cubs @ Boston Red Sox,home,Alec Gamboa,L,Chicago Cubs,9,2,6,1,7,0,47,True,False,0.7977596281540505,0.7816764172884095,0.6131548472775565,0.662252082911691,0.724495560100579,0.0058450642519980445,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,-123.0,102.0,0.4729987697789844,,,R
824706,2026-09-25,Chicago Cubs @ Boston Red Sox,away,David Peterson,L,Boston Red Sox,9,3,5,1,6,0,195,False,True,0.692551128818061,0.6953953135442191,0.736842496679947,0.7432307311892011,0.7279368752593278,0.009286379410746837,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,-120.0,-101.0,0.47949935261113513,,,R
824706,2026-09-25,Chicago Cubs @ Boston Red Sox,home,Brayan Bello,R,Chicago Cubs,9,3,4,2,5,0,219,False,True,0.7506770252324038,0.7568519852459858,0.7262371845949537,0.7276594112170531,0.762093089934944,0.04344259408636297,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,-120.0,-101.0,0.47949935261113513,,,R
824947,2026-09-25,Houston Astros @ Athletics,away,Hunter Brown,R,Athletics,9,4,4,1,5,0,177,False,True,0.7089195219123505,0.7178798625414446,0.6422071713147411,0.655184933622799,0.6516291154148106,-0.06702138043377037,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,-197.0,162.0,0.36525075632732373,,,R
824947,2026-09-25,Houston Astros @ Athletics,home,Jacob Lopez,L,Houston Astros,9,2,6,1,7,1,142,False,True,0.7390828685258963,0.7506035423845825,0.819980079681275,0.8122938386455038,0.849632870907468,0.130982375058887,xw+starter_velo_v14,xwOBA,2026-09-26T01:22:05.460603+00:00,posted,posted,9,9,0,0,lean,,,2026-09-26T01:22:05.460603+00:00,saved_pregame,-197.0,162.0,0.36525075632732373,,,R
